CASE_NUMBER,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,ORIGINAL_CERT_DATE,CASE_STATUS
I-200-18065-990345,03/09/2018,03/15/2018,H-1B,04/10/2018,04/09/2021,"NAVIGATOR MANAGEMENT PARTNERS, LLC",NAVIGATOR MANAGEMENT PARTNERS,1400 GOODALE BLVD,COLUMBUS,OH,UNITED STATES OF AMERICA,,6143787906,,Y,"KANG, CATHERINE",COLUMBUS,OH,SENIOR CONSULTANT - DW,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,1,0,0,0,0,Y,112000,N/A,Other,2017,WILLIS TOWERS WATSON CSR GENERAL INDUSTRY PROFESSIONAL (TECHNICAL AND OPERATIO,112000,120000,N,N,NA,,COLUMBUS,FRANKLIN,OH,,CERTIFIED
I-200-18061-566540,03/02/2018,03/08/2018,H-1B,09/01/2018,08/31/2021,"INFOREEM, INC.",,ONE QUALITY PLACE,EDISON,NJ,UNITED STATES OF AMERICA,,7324944100,4121,Y,"PATEL, SHEETAL",EDISON,NJ,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",5415,1,1,0,0,0,0,0,Y,92019,Level II,Other,2018,OFLC ONLINE DATA CENTER,93000,0,Y,Y,Y,,WASHINGTON,DISTRICT OF COLUMBIA,DC,,CERTIFIED
I-200-18051-653128,03/09/2018,03/15/2018,H-1B,08/22/2018,08/22/2021,BANK OF AMERICA N.A.,N/A,401 N TRYON STREET,CHARLOTTE,NC,UNITED STATES OF AMERICA,,9806836779,,Y,"ATASSI, ISHA",NEW YORK,NY,VICE PRESIDENT; CNSLT- APPS PROG,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522110,1,1,0,0,0,0,0,Y,79280,N/A,OES,2017,MERCER BENCHMARK DATABASE SURVEY,113000,0,N,N,NA,,CHARLOTTE,MECKLENBURG,NC,,DENIED
I-200-18064-353367,03/08/2018,03/14/2018,H-1B,09/04/2018,09/04/2021,"ANTHEM, INC.",,120 MONUMENT CIRCLE,INDIANAPOLIS,IN,UNITED STATES OF AMERICA,,8043547929,,Y,"LOVE, IAN",CHICAGO,IL,DEVELOPER II,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",524114,1,1,0,0,0,0,0,Y,58300,N/A,Other,2017,WILLIS TOWERS WATSON PROFESSIONAL (TECHNICAL & OPERATIONS) COMPENSATION SURVEY,58300,73000,N,N,NA,Y,RICHMOND,HENRICO,VA,,CERTIFIED
I-200-18060-831933,03/09/2018,03/15/2018,H-1B,08/31/2018,08/30/2021,"GLOBALFOUNDRIES U.S., INC.",,2600 GREAT AMERICA WAY,SANTA CLARA,CA,UNITED STATES OF AMERICA,,5183059209,,Y,"MARARANG, MALOU",RALEIGH,NC,"SENIOR ENGINEER, TEST DEVELOPMENT ENGINEERING",15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",334413,1,1,0,0,0,0,0,Y,74640,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,74640,102000,N,N,NA,Y,MALTA,SARATOGA,NY,,CERTIFIED
I-200-18065-183320,03/07/2018,03/13/2018,H-1B,09/05/2018,09/04/2021,TEXAS INSTRUMENTS INCORPORATED,,13570 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,UNITED STATES OF AMERICA,,9729952011,,Y,"BOWSER, LOGAN",ADDISON,TX,ANALOG DESIGN ENGINEER,17-2071,ELECTRICAL ENGINEERS,33441,1,1,0,0,0,0,0,Y,129360,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,129360,0,N,N,NA,,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18060-005717,03/02/2018,03/08/2018,H-1B,08/31/2018,08/30/2021,"INTEGRATION SOLUTIONS, LLC.",,1159 SONORA COURT,SUNNYVALE,CA,UNITED STATES OF AMERICA,,4087491100,,Y,"PATIL, MANJU",LA PALMA,CA,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,1,0,0,0,0,0,Y,90896,Level II,OES,2017,OFLC ONLINE DATA CENTER,90896,0,Y,N,Y,Y,SAN FRANCISCO,SAN FRANCISCO,CA,,CERTIFIED
I-200-18050-817960,03/04/2018,03/08/2018,H-1B,09/01/2018,08/31/2021,INTEL CORPORATION,N/A,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,UNITED STATES OF AMERICA,N/A,4807154205,,Y,"SHERIDAN REGUERIN, SANDRA",PHOENIX,AZ,FIRMWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",3344,1,1,0,0,0,0,0,Y,84187,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,84187,101100,N,N,NA,,FOLSOM,SACRAMENTO,CA,,CERTIFIED
I-200-18059-867380,02/28/2018,03/06/2018,H-1B,08/27/2018,08/27/2021,"DATASYNC, INC.",,22636 DAVIS DRIVE,STERLING,VA,UNITED STATES OF AMERICA,,5715659495,,Y,"SINGH, RAJDEEP",ATLANTA,GA,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,5,5,0,0,0,0,0,N,27.69,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SUR,27.69,0,N,N,NA,Y,PLANO,COLLIN,TX,,CERTIFIED
I-200-18060-074049,03/09/2018,03/15/2018,H-1B,08/31/2018,08/30/2021,CYPRESS SEMICONDUCTOR CORPORATION,,198 CHAMPION COURT,SAN JOSE,CA,UNITED STATES OF AMERICA,,4089432665,,Y,"SATALA, MARCO",SANTA CLARA,CA,SR. STAFF TEST ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",334413,25,5,5,5,0,5,5,Y,114652,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,114652,0,N,N,NA,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-17290-161411,02/26/2018,03/02/2018,H-1B,07/16/2018,07/15/2021,"OPTIMUS HEALTH CARE, INC.",,982 E. MAIN STREET,BRIDGEPORT,CT,UNITED STATES OF AMERICA,,2036083345,,Y,"WIZNER, ANDREW",HARTFORD,CT,INTERNISTS,29-1063,"INTERNISTS, GENERAL",621498,1,1,0,0,0,0,0,Y,159173,N/A,Other,2017,MEDICAL GROUP MANAGEMENT ASSOCIATION: PROVIDER COMPENSATION REPORT,160000,220400,N,N,NA,,BRIDGEPORT,FAIRFIELD,CT,,CERTIFIED
I-200-18059-781935,02/28/2018,03/05/2018,H-1B,08/15/2018,08/14/2021,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,,6502534513,,Y,"JENSEN, KEITH",DALLAS,TX,SOFTWARE ENGINEER 1615.37418,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,1,0,0,0,0,0,Y,125000,N/A,OES,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,135000,0,N,N,NA,,SUNNYVALE,SANTA CLARA,CA,,DENIED
I-200-18059-832597,02/28/2018,03/02/2018,H-1B,08/30/2018,08/30/2021,MILK AGENCY LLC.,,450 W 15TH ST. FL 8,NEW YORK,NY,UNITED STATES OF AMERICA,,2126452797,,Y,"CHO, ANN",NEW YORK,NY,DESIGN CREATOR,27-1024,GRAPHIC DESIGNERS,5414,1,1,0,0,0,0,0,Y,52645,Level II,OES,2017,OFLC ONLINE DATA CENTER,53000,0,N,N,NA,Y,NEW YORK,NEW YORK,NY,,WITHDRAWN
I-200-18064-196849,03/10/2018,03/15/2018,H-1B,09/04/2018,09/04/2021,DELL PRODUCTS L.P.,,ONE DELL WAY,ROUND ROCK,TX,UNITED STATES OF AMERICA,,9725576754,,Y,"DAVIS, ANDREA",ATLANTA,GA,"SENIOR ANALYST, PURCHASING",13-1081,LOGISTICIANS,42343,1,1,0,0,0,0,0,Y,66568,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,66568,0,N,N,NA,Y,AUSTIN,TRAVIS,TX,,CERTIFIED
I-200-18068-972488,03/09/2018,03/15/2018,H-1B,07/01/2018,06/30/2021,PARTNERS HEALTHCARE,,PARTNERS INTERNATIONAL OFFICE,SOMERVILLE,MA,UNITED STATES OF AMERICA,,8572828211,,N,",",,,RESIDENT,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",622110,1,0,1,0,0,0,0,Y,58827,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS,63000,66000,N,N,,,BOSTON,SUFFOLK,MA,,CERTIFIED
I-200-18068-519527,03/09/2018,03/15/2018,H-1B,09/01/2018,08/30/2021,"ANJANEYAP, INC.",N/A,"830 HILLVIEW CT, SUITE 140",MILPITAS,CA,UNITED STATES OF AMERICA,,4085202529,,Y,"AGRAWAL, SANJANA",PLEASANTON,CA,BUSINESS INFORMATION ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,36.31,Level II,OES,2018,OFLC ONLINE DATA CENTER,36.31,0,Y,N,Y,Y,MONTEREY PARK,LOS ANGELES,CA,,CERTIFIED
I-200-18054-262231,03/06/2018,03/12/2018,H-1B,08/14/2018,08/13/2021,AIR WORLDWIDE CORP.,,131 DARTMOUTH ST.,BOSTON,MA,UNITED STATES OF AMERICA,,6172676645,,Y,"KORNFELD, MONIQUE",NEWTON,MA,SOFTWARE ENGINEER III,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",524298,1,0,0,1,0,0,0,Y,87859,Level II,OES,2017,OFLC ONLINE DATA CENTER,92350,0,N,N,NA,,BOSTON,SUFFOLK,MA,,CERTIFIED
I-200-18067-473425,03/08/2018,04/25/2018,H-1B,03/08/2018,03/07/2021,SAPIENT CORPORATION,,131 DARTMOUTH STREET,BOSTON,MA,UNITED STATES OF AMERICA,N/A,6179631447,,Y,"WELIWITIGODA, SANJEE",MCLEAN,VA,SENIOR PRODUCT MANAGER,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,0,0,0,0,0,1,Y,108600,N/A,Other,2017,WILLIS TOWERS WATSON 2017 PROF. (TECHNICAL & OPERATIONS) COMPENSATION SURVEY,129000,0,N,N,NA,,SAN FRANCISCO,SAN FRANCISCO,CA,03/12/2018,CERTIFIED-WITHDRAWN
I-200-18054-066933,02/26/2018,03/02/2018,H-1B,08/01/2018,08/01/2021,ENTIT SOFTWARE LLC,,5400 LEGACY DRIVE,PLANO,TX,UNITED STATES OF AMERICA,,3018385000,,Y,"ESPINAL, MARGARET",SANTA CLARA,CA,SYSTEMS/SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",54151,10,0,0,0,0,0,10,Y,112989,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,112989,0,N,N,NA,,CAMBRIDGE,MIDDLESEX,MA,,CERTIFIED
I-200-18068-873884,03/09/2018,03/13/2018,H-1B,08/30/2018,08/29/2021,"AMAZON WEB SERVICES, INC.",N/A,2021 7TH AVENUE,SEATTLE,WA,UNITED STATES OF AMERICA,,2062661000,,Y,"MARANCI, DAN",BOSTON,MA,TECHNICAL PROGRAM MANAGER II,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",454111,1,0,0,1,0,0,0,Y,89484,Level II,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,102816,0,N,N,NA,,SEATTLE,KING,WA,,DENIED
I-200-18060-693709,03/01/2018,03/07/2018,H-1B,07/31/2018,07/30/2021,NORTHWELL HEALTH,N/A,2000 MARCUS AVENUE,NEW HYDE PARK,NY,UNITED STATES OF AMERICA,,5163216604,,Y,"FISHER, THEDA",NEW YORK,NY,PSYCHIATRIST,29-1066,PSYCHIATRISTS,622110,1,0,1,0,0,0,0,Y,206440,Level IV,OES,2017,OFLC ONLINE DATA CENTER,243225,0,N,N,,Y,AMITYVILLE,NY,NY,,DENIED
I-200-18058-414565,03/05/2018,03/09/2018,H-1B,08/29/2018,08/28/2021,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,N/A,9736025495,,Y,"POORAK, SHARON",ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,57096,Level I,OES,2017,OFLC ONLINE DATA CENTER,57096,0,N,N,NA,,PHILADELPHIA,PHILADELPHIA,PA,,CERTIFIED
I-200-18068-922400,03/09/2018,03/15/2018,H-1B,09/08/2018,09/07/2021,COHESITY INC.,N/A,300 PARK AVE. SUITE 800,SAN JOSE,CA,UNITED STATES OF AMERICA,N/A,8559264374,,Y,"GAN, NING",SAN JOSE,CA,MEMBER OF TECHNICAL STAFF,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541511,1,1,0,0,0,0,0,Y,97400,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,100000,115000,N,N,NA,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18067-600193,03/08/2018,03/14/2018,H-1B,08/10/2018,08/09/2021,HOUSTON INDEPENDENT SCHOOL DISTRICT,,4400 WEST 18TH STREET,HOUSTON,TX,UNITED STATES OF AMERICA,,7135567375,,Y,"LANGEMEIER, AVALYN",HOUSTON,TX,BILINGUAL TEACHER,25-2021,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL",611110,1,0,1,0,0,0,0,Y,48850,Level I,Other,2017,OFLC ONLINE WAGE DATA CENTER,52530,0,N,N,N,N,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18058-994861,03/09/2018,03/15/2018,H-1B,08/26/2018,08/25/2021,SOFTNICE INC.,,5050 TILGHMAN STREET,ALLENTOWN,PA,UNITED STATES OF AMERICA,,6105338924,,Y,"FUCCELLO, AARON",OWINGS MILLS,MD,INFORMATION SECURITY ANALYST,15-1122,INFORMATION SECURITY ANALYSTS,541511,1,1,0,0,0,0,0,Y,86278,Level II,OES,2017,OFLC ONLINE DATA CENTER,86278,0,Y,N,Y,,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18065-898217,03/09/2018,03/15/2018,H-1B,05/31/2018,05/30/2021,YAI NATIONAL  INSTITUTE FOR PEOPLE WITH DISABILITIES,N/A,"460 WEST, 34TH STREET 11TH FLOOR",NEW YORK,NY,UNITED STATES OF AMERICA,N/A,2122736100,,Y,"AKST, GEORGE",NEW YORK,NY,DIRECT SERVICE PROFESSIONAL II - LEAD,21-1015,REHABILITATION COUNSELORS,624190,1,0,1,0,0,0,0,Y,26770,Level I,OES,2018,OFLC ONLINE DATE CENTER,32640,0,N,N,NA,,BROOKLYN,KINGS,NY,,CERTIFIED
I-200-18067-658062,03/09/2018,03/15/2018,H-1B,09/01/2018,09/01/2021,"CISCO SYSTEMS, INC.",,170 WEST TASMAN DRIVE,SAN JOSE,CA,UNITED STATES OF AMERICA,,4085264000,,Y,"YUNE, GRACE",SANTA CLARA,CA,IT ENGINEER,15-1143,COMPUTER NETWORK ARCHITECTS,334111,25,5,5,5,0,5,5,Y,122195,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,122195,135000,N,N,NA,Y,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18067-893376,03/08/2018,03/14/2018,H-1B,03/19/2018,03/19/2021,POPULUS GROUP LLC,,3001 WEST BIG BEAVER ROAD,TROY,MI,UNITED STATES OF AMERICA,,2487127983,,Y,"WISNIEWSKI, JOEL",TROY,MI,.NET UI DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",561320,1,0,0,0,0,1,0,Y,54.82,Level III,OES,2017,OFLC ONLINE DATA CENTER,54.82,0,N,N,NA,Y,NORTH BRUNSWICK,MIDDLESEX,NJ,,CERTIFIED
I-200-18064-993176,03/05/2018,03/09/2018,H-1B,09/04/2018,09/04/2021,"FACTSET RESEARCH SYSTEMS, INC.",,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,UNITED STATES OF AMERICA,,2038101648,,Y,"SOUZA, CHRISTINE",NORWALK,CT,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,1,0,0,0,0,0,Y,87984,Level II,OES,2017,OFLC ONLINE DATA CENTER,90000,120000,N,N,NA,,NORWALK,FAIRFIELD,CT,,CERTIFIED
I-200-18065-218003,03/06/2018,03/12/2018,H-1B,08/28/2018,08/27/2021,"AMAZON.COM SERVICES, INC.",N/A,2021 7TH AVENUE,SEATTLE,WA,UNITED STATES OF AMERICA,N/A,2062661000,,Y,"GROBAN, JR., ROBERT",NEW YORK,NY,SENIOR PRODUCT MANAGER,11-2021,MARKETING MANAGERS,454111,1,1,0,0,0,0,0,Y,119592,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,120000,0,N,N,NA,Y,SEATTLE,KING,WA,,CERTIFIED
I-200-18068-430918,03/09/2018,03/15/2018,H-1B,09/07/2018,09/06/2021,"NUVASIVE, INC.",,7475 LUSK BLVD.,SAN DIEGO,CA,UNITED STATES OF AMERICA,,8587360368,,Y,"MALITZ, JEANNE",SAN DIEGO,CA,"ASSOCIATE IOS TEST ENGINEER, VALIDATION",15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",339113,1,1,0,0,0,0,0,Y,58282,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,70000,0,N,N,NA,Y,SAN DIEGO,SAN DIEGO,CA,,CERTIFIED
I-200-18060-631093,03/01/2018,03/07/2018,H-1B,08/30/2018,08/30/2021,"VMWARE, INC.",N/A,3401 HILLVIEW AVE,PALO ALTO,CA,UNITED STATES OF AMERICA,N/A,5128133194,,Y,"MARONEY, JACQUELYN",AUSTIN,TX,DEPLOYMENTS ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,76625,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,79365,0,N,N,NA,,ATLANTA,FULTON,GA,,CERTIFIED
I-200-18069-844272,03/10/2018,03/15/2018,H-1B,09/01/2018,08/31/2021,"ARISTA NETWORKS, INC.",N/A,5453 GREAT AMERICA PARKWAY,SANTA CLARA,CA,UNITED STATES OF AMERICA,N/A,4085475599,,Y,"AYRES, SARAH",MENLO PARK,CA,SOFTWARE TEST ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,15,15,0,0,0,0,0,Y,103811,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,104000,121500,Y,N,Y,Y,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18066-440868,03/12/2018,03/16/2018,H-1B,09/11/2018,09/10/2021,"AKAMAI TECHNOLOGIES, INC.",,150 BROADWAY,CAMBRIDGE,MA,UNITED STATES OF AMERICA,,6174442630,,Y,"ZEYTUNTSYAN, HARVEY",BOSTON,MA,SOFTWARE DEVELOPMENT ENGINEER IN TEST II,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,1,0,0,0,0,0,Y,103811,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,118450,135000,N,N,NA,,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18068-165212,03/09/2018,03/15/2018,H-1B,09/08/2018,09/08/2021,"ENTERPRISE BUSINESS SOLUTIONS, INC.",,7631 LEESBURG PIKE,FALLS CHURCH,VA,UNITED STATES OF AMERICA,,7037346744,101,Y,"MEHROTRA, RAKESH",RESTON,VA,APPLICATION SYSTEM TESTER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541512,1,1,0,0,0,0,0,N,28.16,Level I,OES,2017,OFLC ONLINE DATA CENTER,29,0,Y,N,N,Y,HILLIARD,FRANKLIN,OH,,CERTIFIED
I-200-18066-681143,03/12/2018,03/16/2018,H-1B,09/06/2018,09/06/2021,ANALOG DEVICES INC,,ONE TECHNOLOGY WAY,NORWOOD,MA,UNITED STATES OF AMERICA,,7819372665,,Y,"HAYES, KELLI",CINCINNATI,OH,ULTRA-LOW POWER SYSTEM DESIGN ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",334413,1,1,0,0,0,0,0,Y,102245,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,102245,0,N,N,NA,,WILMINGTON,MIDDLESEX,MA,,CERTIFIED
I-200-18027-633769,03/08/2018,03/14/2018,H-1B,07/30/2018,07/29/2021,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,N/A,9736025495,,Y,"LUNA, PATRICIA",ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,57096,Level I,OES,2017,OFLC ONLINE DATA CENTER,57096,0,N,N,NA,,PHILADELPHIA,PHILADELPHIA,PA,,CERTIFIED
I-200-18065-195369,03/06/2018,03/12/2018,H-1B,03/15/2018,03/14/2021,AMERICAN SINOPAN LLC,,"P.O. BOX 10003, PMB 722",SAIPAN,MP,UNITED STATES OF AMERICA,,6702339595,,Y,"XU, NELSON",HAGATNA,GU,ENGINEERING MANAGER,11-9041,ARCHITECTURAL AND ENGINEERING MANAGERS,236220,1,1,0,0,0,0,0,Y,22.93,N/A,Other,2017,2016 CNMI PREVAILING WAGE AND WORKFORCE ASSESSMENT STUDY,60000,60000,N,N,NA,Y,SAIPAN,SAIPAN,MP,,CERTIFIED
I-200-18068-517072,03/09/2018,03/15/2018,H-1B,09/01/2018,08/31/2021,"TELECOM TECHNOLOGY SERVICES, INC.",N/A,"7901 STONERIDGE DRIVE, SUITE 500",PLEASANTON,CA,UNITED STATES OF AMERICA,N/A,9252247812,,Y,"LACKI, DAVID",CHEVY CHASE,MD,RF ENGINEER,17-2071,ELECTRICAL ENGINEERS,541330,25,5,5,5,0,5,5,Y,87027,Level II,OES,2017,OFLC ONLINE DATA CENTER,87027,0,Y,N,Y,Y,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18064-314100,03/05/2018,03/09/2018,H-1B,09/04/2018,09/04/2021,"FACTSET RESEARCH SYSTEMS, INC.",,601 MERRITT 7 CORPORATE PARK,NORWALK,CT,UNITED STATES OF AMERICA,,2038101648,,Y,"SOUZA, CHRISTINE",NORWALK,CT,SENIOR CONTENT SPECIALIST,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,541512,1,0,1,0,0,0,0,Y,57741,Level II,OES,2017,OFLC ONLINE DATA CENTER,60000,90000,N,N,NA,,NORWALK,FAIRFIELD,CT,,CERTIFIED
I-200-18060-027830,03/01/2018,03/07/2018,H-1B,07/01/2018,06/30/2021,MAYO CLINIC,,200 FIRST STREET SW,ROCHESTER,MN,UNITED STATES OF AMERICA,,5072845144,,N,",",,,CLINICAL RESIDENT,29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",611310,1,1,0,0,0,0,0,Y,64337,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS AND BENEFITS,66711,0,N,N,NA,Y,ROCHESTER,OLMSTED,MN,,CERTIFIED
I-200-18068-200005,03/09/2018,03/15/2018,H-1B,09/08/2018,09/07/2021,"KOMPRISE, INC.",N/A,"1901 S. BASCOM AVENUE,  SUITE 400",CAMPBELL,CA,UNITED STATES OF AMERICA,N/A,4083848609,,Y,"GAN, NING",SAN JOSE,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,97000,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,97000,125000,N,N,NA,,CAMPBELL,SANTA CLARA,CA,,CERTIFIED
I-200-18065-248532,03/06/2018,03/12/2018,H-1B,06/29/2018,06/28/2021,"JUNIPER NETWORKS, INC.",,1133 INNOVATION WAY,SUNNYVALE,CA,UNITED STATES OF AMERICA,,4087452000,,Y,"CHAU, ANN",SAN JOSE,CA,ASIC ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",54151,1,0,1,0,0,0,0,Y,99265,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,99265,121851,Y,N,Y,Y,SUNNYVALE,SANTA CLARA,CA,,CERTIFIED
I-200-18067-726934,03/09/2018,03/15/2018,H-1B,09/07/2018,09/06/2021,"TESLA, INC.",,3500 DEER CREEK ROAD,PALO ALTO,CA,UNITED STATES OF AMERICA,,8589995127,,Y,"TAFAPOLSKY, ALAN",SAN FRANCISCO,CA,MECHANICAL DESIGN ENGINEER,17-2141,MECHANICAL ENGINEERS,336111,1,1,0,0,0,0,0,Y,94518,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,94518,0,N,N,NA,,PALO ALTO,SANTA CLARA,CA,,CERTIFIED
I-200-18068-611142,03/10/2018,03/15/2018,H-1B,09/08/2018,09/08/2021,DELL MARKETING L.P.,,ONE DELL WAY,ROUND ROCK,TX,UNITED STATES OF AMERICA,,5127281627,,Y,"DAVIS, ANDREA",ATLANTA,GA,"ADVISOR, COMMODITY MANAGEMENT",13-1081,LOGISTICIANS,42343,1,1,0,0,0,0,0,Y,78763,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,78763,0,N,N,NA,Y,AUSTIN,TRAVIS,TX,,CERTIFIED
I-200-18045-878161,03/05/2018,03/09/2018,H-1B,09/01/2018,09/01/2021,"PERKINS + WILL, INC.",PERKINS + WILL,"410 N. MICHIGAN AVENUE, 16TH FLOOR",CHICAGO,IL,UNITED STATES OF AMERICA,,3127550770,,Y,"KIM, JEAN",LOS ANGELES,CA,ARCH II,17-1011,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",541310,1,1,0,0,0,0,0,Y,61540,N/A,Other,2017,AIA COMPENSATION REPORT,62000,0,N,N,NA,,BOSTON,SUFFOLK,MA,,CERTIFIED
